C1,C2,C3,C4,C5,C6,C7,C8,N1,N2,N3,N4,N7,N8,N9,N10,N10.1,N11,N12,N14,N15,N16,N17,N18,N19,N21,N22,N23,N24,N33,N35,Dependent_Variable
1,19,15,41,2,True,6,True,6.49,49.0,4.0,8.0,22.0,3,99,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1860.0,0.06,25840.0,1.0,1.0,36.0,7083.333333,60.0,28.0,0
1,7,3,1,7,True,2,False,35.0,58.0,3.0,10.0,40.0,3,140,7.0,2.0,15.0,7053.0,32.0,1.0,0.0,3755.0,1.02,65.0,0.35,0.0,,4250.0,20.0,22.0,0
1,7,21,23,1,False,2,True,31.77,171.0,3.6,3.0,27.0,1,25,1.0,0.0,1.0,55.0,0.0,4.0,1.0,0.0,0.0,1000.0,0.86,1.0,40.0,5250.0,80.0,15.0,1
1,0,5,1,2,True,4,True,13.25,4.0,3.6,11.0,20.0,5,283,0.0,2.0,10.0,0.0,0.0,0.0,0.0,8712.0,0.8,2100.0,0.83,1.0,56.0,2334.0,300.0,25.0,0
1,7,10,1,1,True,6,True,29.58,17.0,3.3,5.0,25.0,2,74,1.0,1.0,2.0,186.0,18.0,0.0,0.0,1559.0,0.84,291.0,0.6,0.0,20.0,6250.0,50.0,20.0,0
1,0,15,14,2,False,4,True,29.0,6.0,2.8,9.0,48.0,6,204,1.0,5.0,15.0,0.0,5.0,10.0,0.0,2245.0,0.95,356.0,0.64,2.0,38.0,3750.0,90.0,29.0,1
1,7,2,1,2,False,4,True,9.0,66.0,3.7,3.0,6.0,2,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1.0,0.0,54.0,4000.0,40.0,11.0,0
1,0,13,1,4,False,0,True,11.0,441.0,3.4,19.0,29.0,13,480,0.0,2.0,4.0,0.0,0.0,0.0,0.0,11061.0,0.85,1477.0,0.89,0.0,134.0,1578.0,60.0,57.0,0
1,1,34,1,4,False,7,True,15.5,26.0,3.0,7.0,15.0,6,471,0.0,1.0,5.0,0.0,0.0,0.0,0.0,11863.0,0.98,58.0,0.84,0.0,136.0,1333.333333,160.0,13.0,1
1,3,2,15,2,True,1,True,8.2,14.0,3.7,7.0,29.0,3,416,0.0,2.0,5.0,0.0,0.0,0.0,0.0,20514.0,0.41,28986.0,1.0,1.0,12.0,8333.333333,60.0,20.0,0
1,0,28,1,2,False,4,True,13.0,11.0,3.3,11.0,18.0,7,360,0.0,3.0,6.0,0.0,0.0,1.0,0.0,11164.0,0.95,421.0,0.94,2.0,44.0,3166.666667,100.0,26.0,0
1,1,45,5,1,False,4,False,24.99,79.0,3.3,4.0,20.0,2,29,0.0,0.0,4.0,0.0,16.0,0.0,0.0,1017.0,0.0,500.0,0.88,0.0,,3916.666667,70.0,16.0,0
1,0,19,13,0,False,0,True,17.5,,2.5,,14.0,2,19,11.0,8.0,11.0,,0.0,0.0,,,,,,,6.0,3550.0,50.0,13.0,0
1,3,3,1,4,True,4,False,10.69,26.0,4.0,4.0,8.0,3,69,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3019.0,0.21,11081.0,1.0,0.0,,3000.0,190.0,14.0,0
1,0,20,12,2,False,4,True,18.3,105.0,3.2,4.0,31.0,5,48,4.0,1.0,1.0,912.0,47.0,1.0,0.0,812.0,0.34,1336.0,0.42,2.0,28.0,2166.666667,140.0,18.0,0
1,7,23,13,1,True,6,True,16.79,116.0,3.6,11.0,35.0,5,424,1.0,1.0,1.0,75.0,0.0,0.0,0.0,35777.0,0.64,16690.0,0.84,1.0,34.0,7083.333333,40.0,17.0,0
1,1,2,1,1,True,6,True,25.99,18.0,3.5,7.0,14.0,5,127,2.0,1.0,2.0,1481.0,1.0,0.0,0.0,2861.0,0.55,1893.0,0.71,2.0,20.0,7500.0,40.0,17.0,0
1,0,11,35,2,True,2,True,18.7,156.0,3.2,8.0,29.0,1,154,0.0,6.0,10.0,0.0,3.0,0.0,0.0,4960.0,0.0,0.0,0.88,2.0,32.0,5000.0,30.0,19.0,0
1,1,20,22,1,True,2,True,31.77,65.0,3.5,11.0,30.0,5,227,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4512.0,0.0,1800.0,0.94,2.0,76.0,5475.0,80.0,14.0,1
2,1,1,13,2,False,2,True,18.99,64.0,3.4,13.0,20.0,9,354,0.0,0.0,3.0,0.0,1.0,0.0,0.0,7484.0,0.52,2312.0,0.81,0.0,40.0,4166.666667,200.0,12.0,0
1,0,7,3,2,False,2,True,20.0,39.0,3.1,7.0,26.0,4,164,2.0,3.0,7.0,0.0,2.0,1.0,0.0,5038.0,0.97,105.0,0.62,2.0,40.0,5666.666667,80.0,18.0,0
1,4,7,13,2,False,1,True,8.74,1.0,3.6,17.0,34.0,14,55,0.0,1.0,6.0,0.0,0.0,0.0,0.0,430.0,0.0,53840.0,0.96,1.0,8.0,8750.0,82.5,15.0,0
1,0,5,17,2,True,4,True,22.5,23.0,3.1,5.0,21.0,3,70,3.0,2.0,8.0,531.0,13.0,0.0,0.0,2277.0,0.87,1000.0,0.42,0.0,12.0,3266.666667,74.0,28.0,0
1,1,4,17,1,False,4,True,21.48,86.0,3.6,19.0,32.0,16,500,0.0,0.0,3.0,0.0,0.0,1.0,0.0,11519.0,0.47,9628.0,1.0,2.0,132.0,3000.0,170.0,21.0,0
1,0,9,38,2,True,4,True,12.0,67.0,3.6,11.0,14.0,7,176,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8814.0,0.28,13704.0,1.0,2.0,48.0,3125.0,34.0,16.0,0
1,1,5,10,2,True,1,True,20.0,6.0,3.4,25.0,38.0,19,597,0.0,9.0,23.0,0.0,0.0,0.0,0.0,20323.0,0.5,18551.0,0.97,5.0,58.0,9000.0,300.0,12.0,1
1,0,0,1,0,False,0,True,10.25,,3.4,,26.0,3,98,0.0,2.0,10.0,,0.0,0.0,,,,,,,14.0,4416.666667,20.0,15.0,0
1,2,23,28,2,True,2,True,30.99,147.0,3.2,12.0,30.0,6,130,2.0,0.0,4.0,7561.0,2.0,0.0,0.0,3416.0,0.69,1522.0,0.77,0.0,64.0,5833.333333,150.0,15.0,1
1,0,0,35,0,False,0,True,25.0,,2.8,,31.0,5,534,0.0,1.0,9.0,,3.0,0.0,,,,,,,58.0,5000.0,50.0,20.0,1
1,1,17,12,2,False,4,True,9.2,156.0,3.6,11.0,24.0,9,211,0.0,0.0,1.0,0.0,10.0,0.0,0.0,4622.0,0.15,19900.0,0.69,1.0,46.0,3833.333333,60.0,22.0,0
2,1,2,41,1,True,1,True,14.19,35.0,3.8,19.0,38.0,14,728,0.0,1.0,8.0,0.0,0.0,0.0,0.0,26355.0,0.43,34595.0,1.0,2.0,36.0,9166.666667,500.0,10.0,0
1,3,7,10,4,False,1,False,31.77,4.0,3.3,2.0,11.0,2,40,1.0,1.0,3.0,0.0,2.0,0.0,0.0,453.0,0.42,617.0,0.62,0.0,,15000.0,80.0,24.0,1
1,6,2,1,7,True,4,True,10.35,249.0,3.8,7.0,19.0,5,20,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22300.0,1.0,1.0,20.0,2916.666667,100.0,38.0,0
1,1,30,41,2,False,1,True,27.9,2.0,3.0,8.0,13.0,6,478,0.0,3.0,3.0,0.0,7.0,1.0,0.0,19221.0,0.89,2279.0,0.76,0.0,16.0,9533.333333,20.0,16.0,0
1,0,11,2,2,False,7,True,23.0,35.0,3.1,1.0,2.0,0,0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,66.0,1200.0,80.0,18.0,1
1,4,22,1,7,False,7,True,35.0,47.0,2.6,1.0,20.0,0,0,13.0,2.0,8.0,4980.0,3.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,24.0,833.333333,20.0,11.0,1
1,1,20,0,2,True,4,True,15.0,13.0,3.4,8.0,37.0,6,182,1.0,5.0,10.0,0.0,11.0,0.0,0.0,8162.0,0.69,3552.0,0.81,4.0,54.0,3000.0,70.0,21.0,0
1,0,27,35,6,False,7,True,18.0,27.0,3.4,4.0,4.0,2,86,0.0,1.0,2.0,0.0,0.0,0.0,0.0,670.0,0.08,6983.0,1.0,3.0,116.0,850.0,60.0,8.0,0
1,2,33,41,2,True,6,True,19.9,15.0,3.4,18.0,51.0,10,771,0.0,0.0,5.0,0.0,0.0,0.0,0.0,27343.0,0.82,3544.0,1.0,0.0,66.0,7650.0,26.0,27.0,0
1,0,5,43,2,False,4,True,29.0,64.0,2.9,4.0,6.0,3,50,0.0,2.0,10.0,0.0,1.0,2.0,0.0,869.0,0.45,1031.0,0.83,0.0,12.0,3416.666667,70.0,22.0,0
1,1,43,12,2,False,4,True,16.75,317.0,3.4,5.0,13.0,3,16,1.0,0.0,1.0,185.0,33.0,1.0,0.0,680.0,0.5,667.0,0.53,0.0,10.0,3166.666667,80.0,30.0,1
1,1,28,38,1,True,4,True,31.27,92.0,3.8,15.0,21.0,7,1313,0.0,4.0,4.0,0.0,0.0,0.0,0.0,35365.0,0.84,7445.0,1.0,1.0,100.0,4041.666667,80.0,16.0,0
1,1,7,26,1,True,6,True,30.99,18.0,3.3,5.0,43.0,3,103,3.0,2.0,9.0,2031.0,27.0,0.0,0.0,3174.0,0.89,32.0,0.8,0.0,14.0,8000.0,150.0,18.0,1
1,0,0,19,2,False,4,True,21.0,2.0,2.9,7.0,24.0,5,120,1.0,4.0,8.0,288.0,8.0,0.0,0.0,2985.0,0.51,2919.0,0.81,2.0,34.0,2500.0,60.0,21.0,1
1,0,19,0,2,False,6,True,17.0,4.0,3.5,6.0,16.0,5,106,0.0,1.0,4.0,0.0,0.0,0.0,0.0,673.0,0.07,8727.0,0.78,1.0,16.0,7500.0,70.0,12.0,0
1,0,0,1,0,False,0,True,13.35,,3.3,,3.0,2,40,0.0,0.0,0.0,,0.0,0.0,,,,,,,152.0,166.0,51.0,14.0,0
2,15,31,6,1,True,4,True,33.04,46.0,3.4,15.0,24.0,7,287,0.0,6.0,6.0,0.0,10.0,0.0,0.0,5797.0,0.31,10129.0,0.95,5.0,192.0,2666.666667,80.0,20.0,0
1,3,12,6,2,True,3,False,33.0,269.0,3.6,52.0,101.0,19,4230,0.0,5.0,27.0,0.0,0.0,0.0,0.0,404308.0,0.96,15841.0,1.0,0.0,,0.0,500.0,36.0,1
1,0,3,29,2,True,4,True,8.93,15.0,3.8,12.0,37.0,5,54,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2858.0,0.01,8707.0,1.0,0.0,46.0,2900.0,150.0,16.0,0
1,1,2,40,2,True,1,True,15.5,133.0,3.4,16.0,51.0,8,224,1.0,3.0,7.0,265.0,1.0,0.0,0.0,5403.0,0.48,4314.0,0.75,2.0,48.0,8833.333333,160.0,29.0,0
1,1,26,0,2,False,2,True,10.0,306.0,3.3,10.0,18.0,8,394,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14293.0,0.81,3080.0,0.88,1.0,42.0,5800.0,120.0,29.0,0
1,1,2,23,2,False,4,True,18.65,77.0,3.3,9.0,30.0,9,387,0.0,1.0,7.0,0.0,0.0,0.0,0.0,16438.0,0.77,4379.0,0.95,1.0,76.0,3553.333333,170.0,23.0,0
1,1,26,10,4,False,4,False,25.74,172.0,3.3,7.0,18.0,3,297,1.0,0.0,4.0,115.0,0.0,0.0,0.0,9137.0,0.44,2899.0,0.87,0.0,,2166.666667,58.0,19.0,0
1,2,9,0,1,True,1,True,27.5,95.0,3.7,21.0,48.0,16,3201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122730.0,0.83,24230.0,1.0,1.0,84.0,8624.916667,38.0,25.0,1
1,2,12,1,1,True,6,True,20.99,272.0,3.5,14.0,56.0,5,249,0.0,1.0,4.0,0.0,17.0,0.0,0.0,10933.0,0.8,2645.0,0.97,1.0,52.0,6666.666667,200.0,18.0,0
1,0,4,54,0,False,0,True,9.75,,3.6,,8.0,4,38,0.0,0.0,1.0,,0.0,0.0,,,,,,,26.0,2833.333333,200.0,14.0,0
1,4,2,36,4,False,3,False,32.0,21.0,2.6,2.0,4.0,3,325,0.0,1.0,8.0,0.0,0.0,0.0,0.0,5110.0,1.02,0.0,1.0,0.0,,0.0,21.5,11.0,1
1,1,45,29,2,True,6,True,10.8,49.0,3.7,6.0,17.0,2,190,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6833.0,0.56,5167.0,1.0,0.0,22.0,6258.333333,136.0,15.0,0
1,4,2,16,2,False,2,True,35.0,5.0,2.8,9.0,30.0,6,298,0.0,3.0,8.0,0.0,10.0,1.0,0.0,9509.0,0.65,4941.0,0.5,2.0,52.0,4250.0,52.0,18.0,0
2,3,13,32,1,True,1,True,13.96,89.0,3.7,17.0,34.0,11,1277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56883.0,0.68,26487.0,0.97,0.0,44.0,10916.66667,300.0,15.0,0
3,1,17,1,1,False,4,True,23.2,6.0,3.3,9.0,38.0,7,257,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5701.0,0.78,1549.0,0.68,1.0,64.0,3250.0,80.0,14.0,0
1,0,19,16,2,False,7,True,14.5,64.0,3.5,1.0,,1,16,,,0.0,,,,0.0,0.0,0.0,2000.0,1.0,0.0,,1677.583333,20.0,,0
1,0,0,2,2,False,4,True,19.5,43.0,3.0,9.0,11.0,5,390,0.0,8.0,11.0,0.0,0.0,0.0,0.0,14106.0,0.87,1521.0,1.0,5.0,90.0,2253.333333,80.0,11.0,0
1,1,38,41,1,True,2,True,20.19,41.0,3.4,10.0,24.0,7,547,0.0,1.0,2.0,0.0,0.0,0.0,0.0,19888.0,0.84,3512.0,1.0,0.0,52.0,5833.333333,300.0,13.0,0
1,0,37,16,2,True,2,True,17.0,61.0,2.7,6.0,43.0,3,87,8.0,6.0,8.0,2757.0,35.0,3.0,0.0,1662.0,1.36,0.0,0.57,2.0,88.0,4200.0,24.0,25.0,0
1,0,5,1,2,True,1,True,23.5,179.0,3.2,12.0,29.0,5,672,2.0,13.0,31.0,479.0,0.0,0.0,0.0,22771.0,0.41,3016.0,0.64,1.0,66.0,16000.0,300.0,18.0,1
1,7,30,30,1,True,6,True,8.9,161.0,3.9,6.0,14.0,6,73,0.0,1.0,3.0,0.0,12.0,1.0,0.0,46.0,0.01,3554.0,0.85,0.0,6.0,6500.0,80.0,15.0,0
1,1,3,62,1,False,2,True,28.59,151.0,3.3,2.0,20.0,1,25,0.0,0.0,3.0,0.0,15.0,1.0,0.0,295.0,0.0,0.0,0.7,0.0,28.0,4166.666667,80.0,30.0,1
1,7,20,19,1,False,7,False,31.99,1.0,3.6,3.0,14.0,3,30,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1000.0,0.69,0.0,,1416.666667,100.0,19.0,0
1,6,7,41,2,True,6,True,19.5,29.0,3.4,8.0,24.0,6,568,0.0,1.0,3.0,0.0,4.0,0.0,0.0,69456.0,0.77,1140.0,0.63,0.0,18.0,7000.0,20.0,17.0,0
1,0,29,40,2,True,2,True,9.99,19.0,3.6,20.0,37.0,14,557,0.0,13.0,27.0,0.0,0.0,0.0,0.0,25300.0,0.3,54292.0,0.94,5.0,60.0,5833.333333,99.98,21.0,0
1,1,17,40,1,False,6,True,25.66,343.0,3.4,6.0,21.0,7,729,1.0,0.0,1.0,74.0,0.0,0.0,0.0,36466.0,0.76,11494.0,0.88,1.0,40.0,6500.0,180.0,34.0,0
1,1,14,1,2,True,4,True,18.37,6.0,2.8,10.0,25.0,6,469,0.0,1.0,10.0,0.0,0.0,1.0,0.0,15539.0,1.07,5.0,0.75,0.0,60.0,4000.0,68.0,14.0,0
1,2,10,18,2,True,2,True,26.25,294.0,3.6,10.0,42.0,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,26.0,5000.0,60.0,25.0,0
1,0,0,31,0,False,0,True,23.75,,3.0,,6.0,0,0,0.0,1.0,,,,0.0,,,,,,,49.266,750.0,50.0,15.0,0
1,0,0,1,0,False,0,True,20.75,,3.2,,7.0,5,332,1.0,0.0,0.0,,0.0,0.0,,,,,,,56.0,1333.333333,20.0,17.0,0
1,4,7,15,2,False,4,True,7.5,8.0,3.8,4.0,9.0,5,35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1135.0,0.04,24765.0,1.0,0.0,12.0,3750.0,120.0,15.0,0
1,1,29,1,1,True,4,True,25.52,5.0,3.5,6.0,30.0,4,93,0.0,2.0,5.0,0.0,0.0,0.0,0.0,6876.0,0.55,5624.0,1.0,2.0,44.0,2916.666667,60.0,12.0,0
2,7,17,64,1,True,1,True,18.47,142.0,3.9,11.0,22.0,6,157,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18700.0,1.0,0.0,24.0,14783.33333,500.0,14.0,0
1,6,13,13,2,True,6,True,10.99,21.0,3.8,15.0,36.0,6,210,0.0,2.0,5.0,0.0,0.0,0.0,0.0,7168.0,0.48,7682.0,1.0,0.0,36.0,6466.666667,112.0,14.0,0
1,1,8,15,2,False,6,True,15.15,4.0,3.2,6.0,8.0,5,61,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1847.0,0.55,1106.0,1.0,2.0,20.0,6416.666667,100.0,21.0,0
1,5,5,41,2,False,4,True,13.9,14.0,3.7,7.0,8.0,5,47,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2037.0,0.01,24074.0,1.0,2.0,54.0,3750.0,200.0,15.0,0
1,2,28,26,4,False,1,False,17.64,76.0,3.6,5.0,32.0,6,0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,11346.0,0.59,7754.0,0.66,0.0,,9166.666667,30.0,33.0,0
1,0,19,1,4,False,4,True,25.77,3.0,2.6,2.0,2.0,2,0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1.0,2.0,8.0,2916.666667,56.0,7.0,1
2,1,3,1,1,True,4,True,33.04,63.0,3.4,14.0,53.0,8,718,0.0,2.0,8.0,0.0,12.0,0.0,0.0,20273.0,0.94,178.0,0.8,6.0,94.0,2916.666667,40.0,15.0,0
1,7,26,24,2,True,2,True,32.75,306.0,3.4,1.0,5.0,0,0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,4833.333333,100.0,34.0,0
1,0,0,31,0,False,0,True,16.0,,,,,0,0,,,,,,,,,,,,,19.048,10000.0,300.0,,0
1,2,2,32,2,False,6,True,14.49,404.0,3.0,14.0,26.0,10,332,0.0,1.0,8.0,0.0,0.0,0.0,0.0,9912.0,0.63,4661.0,1.0,1.0,22.0,7083.333333,70.0,11.0,0
1,0,0,30,0,True,0,True,11.5,,3.6,,18.0,7,1181,0.0,3.0,9.0,,0.0,0.0,,,,,,,50.0,5833.333333,180.0,19.0,0
1,3,25,0,2,True,2,True,9.29,36.0,4.0,9.0,15.0,5,36,0.0,2.0,10.0,0.0,0.0,0.0,0.0,847.0,0.0,87353.0,1.0,1.0,20.0,5641.666667,200.0,13.0,0
1,1,1,0,2,False,6,True,10.35,23.0,3.7,8.0,17.0,4,520,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23932.0,0.44,29968.0,1.0,0.0,42.0,6250.0,130.0,26.0,0
1,0,16,31,0,False,0,True,5.75,,2.8,,12.0,1,0,3.0,1.0,5.0,,6.0,1.0,,,,,,,6.0,6500.0,140.0,21.0,0
1,3,34,1,2,False,7,False,21.74,138.0,3.3,9.0,16.0,5,229,0.0,1.0,4.0,0.0,0.0,0.0,0.0,11610.0,0.98,170.0,0.93,0.0,,1458.333333,36.0,17.0,0
1,2,5,40,2,True,6,True,23.0,38.0,3.1,8.0,36.0,5,248,1.0,0.0,5.0,0.0,16.0,2.0,0.0,9041.0,0.82,1858.0,0.79,1.0,34.0,6750.0,60.0,19.0,1
1,1,2,12,1,False,2,True,17.34,74.0,3.4,13.0,36.0,11,373,0.0,1.0,11.0,0.0,1.0,0.0,0.0,19052.0,0.63,9899.0,0.9,0.0,56.0,4166.666667,120.0,32.0,0
1,1,8,35,2,False,2,True,25.99,110.0,3.2,9.0,17.0,6,456,1.0,0.0,4.0,0.0,1.0,0.0,0.0,15139.0,0.65,962.0,0.75,1.0,86.0,4458.333333,150.0,14.0,0
1,0,0,0,0,False,0,True,10.53,,3.5,,15.0,7,691,0.0,2.0,5.0,,0.0,0.0,,,,,,,50.0,4408.333333,60.0,25.0,0
2,6,44,10,1,False,4,True,24.99,22.0,3.1,4.0,12.0,2,40,2.0,1.0,4.0,969.0,10.0,0.0,0.0,524.0,0.49,526.0,0.54,1.0,24.0,3750.0,160.0,13.0,0
1,1,13,0,2,False,6,True,15.5,164.0,3.0,20.0,31.0,12,1656,0.0,1.0,7.0,0.0,0.0,1.0,0.0,52854.0,0.99,414.0,0.96,0.0,74.0,7125.0,50.0,21.0,0
1,0,0,31,0,False,0,True,23.0,,,,,0,0,,,,,,,,,,,,,28.952,5416.666667,60.0,,0
1,7,26,0,1,True,6,True,10.99,120.0,3.6,9.0,28.0,2,28,0.0,0.0,7.0,0.0,15.0,0.0,0.0,740.0,0.35,1360.0,0.89,0.0,20.0,6541.666667,249.44,17.0,0
1,7,34,23,2,True,4,True,16.2,100.0,3.0,8.0,14.0,7,211,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6474.0,0.8,1621.0,1.0,0.0,30.0,2916.666667,60.0,14.0,0
1,6,19,1,2,False,4,True,6.0,0.0,2.6,1.0,30.0,1,15,6.0,1.0,2.0,2909.0,47.0,0.0,0.0,335.0,0.83,65.0,0.38,1.0,30.0,2500.0,150.0,14.0,0
1,1,5,1,2,True,1,True,19.0,16.0,3.1,13.0,17.0,9,918,0.0,2.0,10.0,0.0,0.0,0.0,0.0,52292.0,0.68,8713.0,0.93,0.0,30.0,8916.666667,180.0,14.0,1
1,0,2,1,6,False,7,True,29.0,0.0,2.8,4.0,23.0,3,150,7.0,2.0,14.0,906.0,19.0,2.0,0.0,4008.0,0.93,292.0,0.57,2.0,80.0,2192.0,51.0,26.0,0
1,1,20,17,1,False,4,True,29.5,106.0,3.6,8.0,19.0,6,256,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7402.0,0.59,4663.0,0.94,2.0,84.0,2500.0,150.0,17.0,1
1,1,2,1,5,True,1,True,25.11,1.0,3.7,8.0,24.0,6,129,0.0,3.0,16.0,0.0,4.0,0.0,0.0,2318.0,0.21,4460.0,0.89,0.0,22.0,10833.33333,40.0,25.0,0
1,0,0,1,2,False,4,True,13.5,12.0,3.6,15.0,18.0,12,181,0.0,1.0,6.0,0.0,0.0,0.0,0.0,2872.0,0.29,6353.0,1.0,1.0,28.0,2333.333333,80.0,12.0,0
1,0,0,1,0,False,0,True,27.5,,2.7,,6.0,4,105,0.0,12.0,29.0,,0.0,0.0,,,,,,,48.0,3750.0,99.9,10.0,0
1,1,1,3,2,True,6,True,11.0,218.0,3.9,8.0,16.0,3,413,0.0,1.0,4.0,0.0,0.0,0.0,0.0,11025.0,0.72,4275.0,1.0,2.0,46.0,6666.666667,480.0,28.0,1
1,0,0,31,0,False,0,True,23.75,,2.4,,24.0,0,0,10.0,3.0,,,,0.0,,,,,,,7.226,2020.833333,22.0,16.0,1
1,0,17,31,0,True,0,True,10.53,,3.6,,15.0,7,236,0.0,0.0,1.0,,0.0,0.0,,,,,,,34.0,2916.666667,100.0,23.0,0
1,1,32,13,2,True,2,True,10.99,3.0,3.6,12.0,31.0,7,749,0.0,0.0,6.0,0.0,0.0,0.0,0.0,36578.0,0.54,30622.0,1.0,0.0,56.0,5583.333333,150.0,15.0,1
1,1,2,1,2,False,2,True,15.5,31.0,3.1,7.0,8.0,4,307,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9036.0,0.7,3723.0,0.85,0.0,52.0,5250.0,199.98,13.0,1
2,1,15,13,1,True,1,True,12.08,98.0,4.1,13.0,39.0,6,94,0.0,1.0,9.0,0.0,0.0,0.0,0.0,6967.0,0.13,43519.0,1.0,1.0,18.0,10416.66667,310.0,14.0,0
1,1,12,35,1,False,2,True,35.0,85.0,3.2,7.0,14.0,6,268,1.0,0.0,0.0,750.0,0.0,0.0,0.0,7468.0,0.77,702.0,0.5,0.0,68.0,5225.25,150.0,13.0,0
1,0,26,31,0,False,0,True,20.0,,2.5,,11.0,5,123,2.0,1.0,7.0,,5.0,1.0,,,,,,,16.0,2250.0,28.0,17.0,0
1,3,24,4,2,False,4,True,35.0,165.0,2.6,3.0,25.0,4,82,7.0,1.0,15.0,1671.0,23.0,5.0,3.0,2540.0,1.41,0.0,0.43,1.0,38.0,3166.666667,20.0,23.0,1
1,4,26,1,4,False,7,True,13.0,12.0,3.3,7.0,15.0,4,132,0.0,2.0,6.0,0.0,0.0,0.0,0.0,2850.0,0.38,4208.0,0.69,1.0,476.0,150.0,60.0,30.0,0
1,7,5,6,2,True,1,True,5.59,199.0,4.3,13.0,41.0,11,128,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4446.0,0.03,120042.0,1.0,1.0,2.0,10916.66667,20.0,29.0,0
1,1,28,1,2,False,6,True,35.0,82.0,3.2,10.0,30.0,6,115,0.0,3.0,12.0,0.0,0.0,1.0,0.0,2341.0,0.85,205.0,0.76,2.0,34.0,6250.0,60.0,16.0,1
1,1,23,0,2,False,4,True,8.99,47.0,3.6,9.0,29.0,6,78,0.0,0.0,3.0,0.0,5.0,0.0,0.0,2722.0,0.06,36778.0,0.94,0.0,42.0,2612.5,48.0,35.0,0
1,2,40,17,2,False,7,True,31.7,126.0,3.1,10.0,16.0,6,147,0.0,1.0,16.0,0.0,0.0,1.0,0.0,4830.0,0.95,220.0,1.0,2.0,60.0,1809.583333,34.0,16.0,0
1,4,26,19,2,False,7,True,30.96,8.0,3.0,2.0,3.0,1,10,0.0,4.0,10.0,0.0,0.0,0.0,0.0,239.0,0.31,511.0,1.0,1.0,80.0,1000.0,100.0,7.0,0
1,2,3,64,1,True,1,True,6.99,66.0,4.1,17.0,37.0,10,159,0.0,1.0,5.0,0.0,0.0,0.0,0.0,391.0,0.0,53209.0,1.0,1.0,44.0,9166.666667,160.0,21.0,0
2,1,2,6,1,False,1,True,14.21,10.0,3.5,7.0,22.0,5,510,0.0,0.0,1.0,0.0,4.0,0.0,0.0,21871.0,0.98,439.0,0.89,0.0,44.0,9583.333333,255.42,19.0,0
1,0,7,7,2,False,4,True,10.65,5.0,3.6,5.0,18.0,6,65,0.0,1.0,7.0,0.0,0.0,1.0,0.0,1775.0,0.28,3006.0,0.86,2.0,22.0,3333.333333,190.0,20.0,0
1,1,7,30,2,True,1,True,9.2,97.0,3.7,18.0,33.0,10,2578,0.0,0.0,2.0,0.0,0.0,0.0,0.0,163016.0,0.99,542.0,1.0,1.0,74.0,10000.0,60.0,29.0,0
1,7,2,41,1,False,1,True,17.99,0.0,3.2,7.0,10.0,3,288,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9590.0,0.93,557.0,1.0,0.0,24.0,10416.66667,40.0,7.0,0
3,1,26,19,1,False,7,True,23.43,45.0,3.3,4.0,5.0,3,82,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2369.0,0.64,882.0,1.0,0.0,34.0,2000.0,56.0,6.0,0
1,0,23,1,2,False,4,True,16.8,87.0,3.1,4.0,32.0,2,34,0.0,5.0,7.0,0.0,9.0,0.0,0.0,665.0,0.45,784.0,0.57,1.0,18.0,2583.333333,106.0,16.0,0
1,2,6,15,1,True,1,True,21.48,90.0,3.6,9.0,29.0,5,1030,0.0,1.0,3.0,0.0,0.0,0.0,0.0,128410.0,0.98,453.0,0.96,0.0,38.0,11250.0,85.0,19.0,0
